1_0_0_1_0_0_463159_0_0_0               |                                                   |  1_0_0_463159=simayazadiirannationaltv                   |  =--------
1_0_1_519_2E7C_13F_820000_0_0_0        |  FRANCE 5                                         |  519_2E7C_13F_820000=--------                            |  france 5=france5
1_0_2_23C7_446_1_C00000_0_0_0          |  FRANCE BLEU                                      |  23C7_446_1_C00000=--------                              |  france bleu=ici
1_0_2_23C6_446_1_C00000_0_0_0          |  FRANCE CULTURE                                   |  23C6_446_1_C00000=--------                              |  france culture=franceculture
1_0_2_BF9_4E84_55F_DDE0000_0_0_0       |  FRANCE CULTURE                                   |  BF9_4E84_55F_DDE0000=--------                           |  france culture=franceculture
1_0_2_23C4_446_1_C00000_0_0_0          |  FRANCE INFO                                      |  23C4_446_1_C00000=--------                              |  france info=franceinfo
1_0_2_BFC_4E84_55F_DDE0000_0_0_0       |  FRANCE INFO                                      |  BFC_4E84_55F_DDE0000=--------                           |  france info=franceinfo
1_0_2_23C5_446_1_C00000_0_0_0          |  FRANCE INTER                                     |  23C5_446_1_C00000=--------                              |  france inter=franceinter
1_0_2_BF8_4E84_55F_DDE0000_0_0_0       |  FRANCE INTER                                     |  BF8_4E84_55F_DDE0000=--------                           |  france inter=franceinter
1_0_2_23C2_446_1_C00000_0_0_0          |  FRANCE MUSIQUE                                   |  23C2_446_1_C00000=--------                              |  france musique=francemusique
1_0_2_BFA_4E84_55F_DDE0000_0_0_0       |  FRANCE MUSIQUE                                   |  BFA_4E84_55F_DDE0000=--------                           |  france musique=francemusique
1_0_1_83_4_1_300000_0_0_0              |  FRANCE24                                         |  83_4_1_300000=--------                                  |  france24=france24
1_0_19_131_4F4C_55F_DDE0000_0_0_0      |  FRANCEINFO:                                      |  131_4F4C_55F_DDE0000=--------                           |  franceinfo:=--------
1_0_1_1A3_26AC_13F_820000_0_0_0        |  FRANCEINFO:                                      |  1A3_26AC_13F_820000=--------                            |  franceinfo:=--------
1_0_1_58B_170C_13F_820000_0_0_0        |  FRANCEINFO:                                      |  58B_170C_13F_820000=--------                            |  franceinfo:=--------
1_0_19_142_4F4C_55F_DDE0000_0_0_0      |  FRANSAT INFO                                     |  142_4F4C_55F_DDE0000=--------                           |  fransat info=fransat
1_0_20_139_4F4C_55F_DDE0000_0_0_0      |  FRANSAT ULTRA HD DEMO                            |  139_4F4C_55F_DDE0000=--------                           |  fransat ultra hd demo=fransatultrahd
1_0_16_1C79_19_46_E080000_0_0_0        |  FREEDOM                                          |  1C79_19_46_E080000=--------                             |  freedom=freedom
1_0_1F_93_B1_39E_1860000_0_0_0         |  FREEDOM                                          |  93_B1_39E_1860000=--------                              |  freedom=freedom
1_0_1_CA62_7B0E_42E_1A40000_0_0_0      |  FREEDOM                                          |  CA62_7B0E_42E_1A40000=--------                          |  freedom=freedom
1_0_16_1396_2710_D5_820000_0_0_0       |  FREEДОМ                                          |  1396_2710_D5_820000=--------                            |  freeдом=freedom
1_0_16_36_1_16E_A00000_0_0_0           |  FTV                                              |  36_1_16E_A00000=--------                                |  ftv=fashiontv
1_0_1_147_26_36_CE40000_0_0_0          |  FTV                                              |  147_26_36_CE40000=--------                              |  ftv=fashiontv
1_0_1_4E91_CA8_3_EB0000_0_0_0          |  FTV                                              |  4E91_CA8_3_EB0000=--------                              |  ftv=fashiontv
1_0_1_426_2_AA_5A0000_0_0_0            |  FTV HD                                           |  426_2_AA_5A0000=--------                                |  ftv hd=fashiontv
1_0_2_23B4_446_1_C00000_0_0_0          |  FUN RADIO                                        |  23B4_446_1_C00000=--------                              |  fun radio=funradio
1_0_2_2B_0_0_DDE2CC5_0_0_0             |  FUN RADIO                                        |  2B_0_0_DDE2CC5=--------                                 |  fun radio=funradio
1_0_2_135E_CA2_3_EB0000_0_0_0          |  FUNRADIO S                                       |  135E_CA2_3_EB0000=--------                              |  funradio s=funradio-trobubislu
1_0_2_135F_CA2_3_EB0000_0_0_0          |  FUNRADIO V                                       |  135F_CA2_3_EB0000=--------                              |  funradio v=funradio-trobubislu
1_0_2_135D_CA2_3_EB0000_0_0_0          |  FUNRADIO Z                                       |  135D_CA2_3_EB0000=--------                              |  funradio z=funradio-trobubislu
1_0_16_180B_C_55_300000_0_0_0          |  FX                                               |  180B_C_55_300000=--------                               |  fx=fx
1_0_1_27E7_C9_55_300000_0_0_0          |  FX                                               |  27E7_C9_55_300000=--------                              |  fx=fx
1_0_1_40E_8_AA_5A0000_0_0_0            |  FX                                               |  40E_8_AA_5A0000=--------                                |  fx=fx
1_0_1_10_1566_1566_2080000_0_0_0       |  FX 1 HD                                          |  10_1566_1566_2080000=--------                           |  fx 1 hd=--------
1_0_1_17_1566_1566_2080000_0_0_0       |  FX 2 HD                                          |  17_1566_1566_2080000=--------                           |  fx 2 hd=--------
1_0_19_67_F5_1_1680000_0_0_0           |  FX Greece HD                                     |  67_F5_1_1680000=--------                                |  fx greece hd=fx
1_0_19_3333_A1BC_1_1A40000_0_0_0       |  FX HD                                            |  3333_A1BC_1_1A40000=--------                            |  fx hd=fx
1_0_19_3B1F_A98A_42E_1A40000_0_0_0     |  FX HD                                            |  3B1F_A98A_42E_1A40000=--------                          |  fx hd=fx
1_0_1_207_765C_7E_460000_0_0_0         |  FX HD                                            |  207_765C_7E_460000=fx1movies                            |  fx hd=fx
1_0_1_25A_2774_13E_820000_0_0_0        |  FX HD                                            |  25A_2774_13E_820000=--------                            |  fx hd=fx
1_0_1_325_20C_73_2080000_0_0_0         |  FX HD                                            |  325_20C_73_2080000=--------                             |  fx hd=fx
1_0_1_C27_1E78_71_820000_0_0_0         |  FX HD                                            |  C27_1E78_71_820000=--------                             |  fx hd=fx
1_0_1_C2D_1E78_71_820000_0_0_0         |  FX HD                                            |  C2D_1E78_71_820000=--------                             |  fx hd=fx
1_0_16_1813_C_55_300000_0_0_0          |  FX Life                                          |  1813_C_55_300000=--------                               |  fx life=fxlife
1_0_1_28D7_0_0_302EB6_0_0_0            |  FX Life                                          |  28D7_0_0_302EB6=--------                                |  fx life=fxlife
1_0_1_461_9_AA_5A0000_0_0_0            |  FX Life                                          |  461_9_AA_5A0000=--------                                |  fx life=fxlife
1_0_19_68_F5_1_1680000_0_0_0           |  FX Life Greece HD                                |  68_F5_1_1680000=--------                                |  fx life greece hd=fxlife
1_0_1_259_2774_13E_820000_0_0_0        |  FX Life HD                                       |  259_2774_13E_820000=--------                            |  fx life hd=fxlife
1_0_1_328_20C_73_2080000_0_0_0         |  FX Life HD                                       |  328_20C_73_2080000=--------                             |  fx life hd=fxlife
1_0_16_35_1_16E_A00000_0_0_0           |  Face TV                                          |  35_1_16E_A00000=--------                                |  face tv=faceba
1_0_1_4F14_CA5_3_EB0000_0_0_0          |  Face TV                                          |  4F14_CA5_3_EB0000=--------                              |  face tv=faceba
1_0_1_C4D0_811_2_11A0000_0_0_0         |  Faith UK                                         |  C4D0_811_2_11A0000=--------                             |  faith uk=faithuk
1_0_1_D74F_82F_2_11A0000_0_0_0         |  Faith World TV                                   |  D74F_82F_2_11A0000=--------                             |  faith world tv=faithworldtv
1_0_1_1630_320_5000_DC00000_0_0_0      |  Falastini.tv                                     |  1630_320_5000_DC00000=--------                          |  falastini.tv=falastinitv
1_0_19_A93_1_2A_DC00000_0_0_0          |  Fann                                             |  A93_1_2A_DC00000=--------                               |  fann=alfafann
1_0_16_CD_25E4_D5_820000_0_0_0         |  Fantazzy                                         |  CD_25E4_D5_820000=--------                              |  fantazzy=fantazzytv
1_0_1_164_8_3_130000_0_0_0             |  Fantazzy TV                                      |  164_8_3_130000=--------                                 |  fantazzy tv=fantazzytv
1_0_1_33A_CE_1_3200000_0_0_0           |  Fashion HD                                       |  33A_CE_1_3200000=--------                               |  fashion hd=fashiontelevision
1_0_16_1B68_AF7_BB_E080000_0_0_0       |  Fashion TV                                       |  1B68_AF7_BB_E080000=--------                            |  fashion tv=fashiontv
1_0_16_D6_25E4_D5_820000_0_0_0         |  Fashion TV                                       |  D6_25E4_D5_820000=--------                              |  fashion tv=fashiontv
1_0_1_178D_26_36_CE40000_0_0_0         |  Fashion TV                                       |  178D_26_36_CE40000=--------                             |  fashion tv=fashiontv
1_0_1_4EF1_C9C_3_EB0000_0_0_0          |  Fashion TV                                       |  4EF1_C9C_3_EB0000=--------                              |  fashion tv=fashiontv
1_0_1_C4E_5_1_E080000_0_0_0            |  Fashion TV                                       |  C4E_5_1_E080000=--------                                |  fashion tv=fashiontv
1_0_16_AA1_9DD0_16E_A00000_0_0_0       |  FashionBox                                       |  AA1_9DD0_16E_A00000=--------                            |  fashionbox=fashionbox
1_0_1_250_19_3_130000_0_0_0            |  FashionBox HD                                    |  250_19_3_130000=--------                                |  fashionbox hd=fashionboxhd
1_0_1_261_1A_3_130000_0_0_0            |  Fast and FunBox HD                               |  261_1A_3_130000=--------                                |  fast and funbox hd=fastandfunboxhd
1_0_19_119E_2D_800_DCA0000_0_0_0       |  Fatafeat                                         |  119E_2D_800_DCA0000=--------                            |  fatafeat=fatafeat
1_0_19_9D6F_FBE_E0_1040000_0_0_0       |  Fatafeat HD                                      |  9D6F_FBE_E0_1040000=--------                            |  fatafeat hd=fatafeat
